title,release_date,release_year,release_month,release_quarter,release_era,genre,creative_type,content_rating,source_type,distributor,distributor_grouped,production_budget,domestic_revenue,worldwide_revenue,return_multiple,profitable,international_share,critic_score,audience_score,critic_audience_gap,audience_volume,log_budget,log_worldwide_revenue,log_audience_volume
"Il buono, il brutto, il cattivo",1967-12-29,1967,12,Q4,pre-1990,Western,Historical Fiction,Unknown,Original Screenplay,United Artists,Other,1200000.0,6100000.0,6100000.0,5.083333333333333,1,0.0,,68.0,,104.0,13.997832114758229,15.623799329143539,4.6443908991413725
Shalako,1967-12-31,1967,12,Q4,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1455000.0,2620000.0,2620000.0,1.8006872852233677,1,0.0,,53.0,,1090.0,14.19051645858773,14.77868487573728,6.993932975223189
The Planet of the Apes,1968-02-08,1968,2,Q1,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5800000.0,33395426.0,33395426.0,5.757832068965517,1,0.0,,,,,15.573368475516649,17.32392950246117,
2001: A Space Odyssey,1968-04-02,1968,4,Q2,pre-1990,Unknown,Science Fiction,Unknown,Original Screenplay,Unknown,Unknown,10500000.0,56700000.0,68700000.0,6.542857142857143,1,0.17467248908296942,96.0,84.0,12.0,160342.0,16.166885815127753,18.04525975719258,11.985064313012975
Rosemary's Baby,1968-06-12,1968,6,Q2,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3200000.0,33395426.0,33395426.0,10.436070625,1,0.0,98.0,81.0,17.0,50860.0,14.978661367769956,17.32392950246117,10.83683203897611
Hang 'em High,1968-08-03,1968,8,Q3,pre-1990,Western,Historical Fiction,Unknown,Original Screenplay,United Artists,Other,1800000.0,6800000.0,6800000.0,3.7777777777777777,1,0.0,93.0,69.0,24.0,10292.0,14.403297222866392,15.732433170146335,9.239122173401634
Night of the Living Dead,1968-10-01,1968,10,Q4,pre-1990,Horror,Science Fiction,Not Rated,Original Screenplay,Walter Reade Organization,Other,114000.0,12000000.0,30000000.0,263.1578947368421,1,0.6,96.0,66.0,30.0,10083.0,11.643953727376633,17.216707939626428,9.218606116393214
Barbarella,1968-10-10,1968,10,Q4,pre-1990,Adventure,Science Fiction,Unknown,Based on Comic/Graphic Novel,Paramount Pictures,Paramount Pictures,9000000.0,0.0,0.0,0.0,0,,74.0,57.0,17.0,10794.0,16.012735135300492,,9.286745703178589
Oliver!,1968-12-11,1968,12,Q4,pre-1990,Musical,Unknown,Unknown,Unknown,Sony Pictures,Sony Pictures,10000000.0,37402877.0,37402877.0,3.7402877,1,0.0,84.0,75.0,9.0,9111.0,16.11809565095832,17.437258184559862,9.117237753713859
Sweet Charity,1968-12-31,1968,12,Q4,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,20000000.0,8000000.0,8000000.0,0.4,0,0.0,,70.0,,1691.0,16.811242831518264,15.89495209964411,7.43307534889858
Midnight Cowboy,1969-05-25,1969,5,Q2,pre-1990,Unknown,Unknown,R,Unknown,MGM,MGM,3600000.0,44785053.0,44785053.0,12.4402925,1,0.0,90.0,80.0,10.0,34053.0,15.096444403426338,17.617385003322685,10.43567341342345
C'era una volta il West,1969-05-28,1969,5,Q2,pre-1990,Western,Historical Fiction,PG-13,Original Screenplay,Paramount Pictures,Paramount Pictures,5000000.0,5321508.0,5321508.0,1.0643016,1,0.0,,88.0,,74184.0,15.424948470398375,15.487267279797631,11.214303772480061
The Wild Bunch,1969-06-18,1969,6,Q2,pre-1990,Western,Historical Fiction,Unknown,Original Screenplay,Warner Bros.,Warner Bros.,6000000.0,509424.0,509424.0,0.084904,0,0.0,97.0,82.0,15.0,31196.0,15.60727002719233,13.141035954669713,10.348045160450388
The Stewardesses,1969-07-25,1969,7,Q3,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200000.0,13500000.0,25000000.0,125.0,1,0.46,,43.0,,86.0,12.206072645530174,17.034386382832476,4.454347296253507
Paint Your Wagon,1969-10-15,1969,10,Q4,pre-1990,Musical,Historical Fiction,PG-13,Based on Play,Paramount Pictures,Paramount Pictures,20000000.0,31678778.0,31678778.0,1.5839389,1,0.0,23.0,65.0,-42.0,5037.0,16.811242831518264,17.27115755093421,8.52456594574565
Butch Cassidy and the Sundance Kid,1969-10-24,1969,10,Q4,pre-1990,Western,Historical Fiction,Unknown,Unknown,20th Century Fox,20th Century Fox,6000000.0,102308900.0,102308900.0,17.051483333333334,1,0.0,90.0,82.0,8.0,57602.0,15.60727002719233,18.443507226160143,10.961312568303402
"Hello, Dolly",1969-12-16,1969,12,Q4,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,24000000.0,33208099.0,33208099.0,1.3836707916666666,1,0.0,,44.0,,254.0,16.99356438831222,17.318304349919917,5.537334267018537
On Her Majesty's Secret Service,1969-12-18,1969,12,Q4,pre-1990,Action,Unknown,Unknown,Based on Book/Short Story,MGM,MGM,8000000.0,22800000.0,82000000.0,10.25,1,0.7219512195121951,81.0,69.0,12.0,23159.0,15.89495209964411,18.222229805228526,10.050138752861821
Topaz,1969-12-19,1969,12,Q4,pre-1990,Unknown,Unknown,Unknown,Unknown,Universal,Universal,4000000.0,6000000.0,6000000.0,1.5,1,0.0,71.0,62.0,9.0,6389.0,15.201804919084164,15.60727002719233,8.762333040602343
Hannibal the Conqueror,1969-12-31,1969,12,Q4,pre-1990,Unknown,Dramatization,Unknown,Based on Book/Short Story,Sony Pictures,Sony Pictures,50000000.0,0.0,0.0,0.0,0,,,,,,17.72753356339242,,
The Magic Flute,1969-12-31,1969,12,Q4,pre-1990,Unknown,Unknown,Unknown,Unknown,Here Films,Other,27000000.0,0.0,0.0,0.0,0,,,64.0,,499.0,17.111347423968603,,6.212606095751519
I Come with the Rain,1969-12-31,1969,12,Q4,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,18000000.0,0.0,627422.0,0.03485677777777778,0,1.0,,52.0,,618.0,16.70588231586044,13.349374639473,6.42648845745769
Sea Rex 3D: Journey to a Prehistoric World,1969-12-31,1969,12,Q4,pre-1990,Unknown,Unknown,Unknown,Unknown,3D Entertainment,Other,5000000.0,0.0,0.0,0.0,0,,,,,,15.424948470398375,,
Drei,1969-12-31,1969,12,Q4,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7200000.0,0.0,0.0,0.0,0,,,,,,15.789591583986283,,
Barney's Version,1969-12-31,1969,12,Q4,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,30000000.0,0.0,0.0,0.0,0,,,,,,17.216707939626428,,
"Story of Bonnie and Clyde, The",1969-12-31,1969,12,Q4,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,20000000.0,0.0,0.0,0.0,0,,,,,,16.811242831518264,,
The Molly Maguires,1969-12-31,1969,12,Q4,pre-1990,Unknown,Unknown,PG,Unknown,Unknown,Unknown,11000000.0,2200000.0,2200000.0,0.2,0,0.0,89.0,68.0,21.0,1304.0,16.213405830762646,14.603967918328545,7.1731917424865985
Beyond the Valley of the Dolls,1970-01-01,1970,1,Q1,pre-1990,Comedy,Unknown,Unknown,Original Screenplay,20th Century Fox,20th Century Fox,1000000.0,9000000.0,9000000.0,9.0,1,0.0,68.0,57.0,11.0,4626.0,13.815510557964274,16.012735135300492,8.439447842791385
Darling Lili,1970-01-01,1970,1,Q1,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,22000000.0,5000000.0,5000000.0,0.22727272727272727,0,0.0,,61.0,,858.0,16.90655301132259,15.424948470398375,6.754604099487962
Patton,1970-01-01,1970,1,Q1,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,12000000.0,62500000.0,62500000.0,5.208333333333333,1,0.0,97.0,81.0,16.0,39570.0,16.300417207752275,17.95067711470663,10.58582653437947
M*A*S*H,1970-01-01,1970,1,Q1,pre-1990,Unknown,Unknown,R,Unknown,Unknown,Unknown,3500000.0,81600000.0,81600000.0,23.314285714285713,1,0.0,,86.0,,8043.0,15.068273526459642,18.217339819934335,8.99255742690407
The Ballad of Cable Hogue,1970-05-13,1970,5,Q2,pre-1990,Western,Historical Fiction,Unknown,Original Screenplay,Warner Bros.,Warner Bros.,3716946.0,3500000.0,5000000.0,1.3451903794136368,1,0.3,92.0,73.0,19.0,3125.0,15.128412921328822,15.424948470398375,8.047189562170502
Catch-22,1970-06-24,1970,6,Q2,pre-1990,Comedy,Historical Fiction,Unknown,Based on Book/Short Story,Paramount Pictures,Paramount Pictures,18000000.0,24911670.0,24911670.0,1.3839816666666667,1,0.0,87.0,71.0,16.0,9671.0,16.70588231586044,17.030846926340047,9.176886995716963
"Tora, Tora, Tora",1970-09-23,1970,9,Q3,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,25000000.0,29548291.0,29548291.0,1.18193164,1,0.0,,,,,17.034386382832476,17.201536465964562,
Escape from the Planet of the Apes,1970-12-31,1970,12,Q4,pre-1990,Unknown,Science Fiction,Unknown,Unknown,Unknown,Unknown,2500000.0,12300000.0,12300000.0,4.92,1,0.0,78.0,61.0,17.0,7686.0,14.73180128983843,16.325109820342647,8.94715577112479
Fiddler on the Roof,1971-01-01,1971,1,Q1,pre-1990,Musical,Historical Fiction,Unknown,Based on Musical/Opera,United Artists,Other,9000000.0,80500000.0,80500000.0,8.944444444444445,1,0.0,88.0,77.0,11.0,14260.0,16.012735135300492,18.20376774238879,9.565213693968287
Sweet Sweetback's Baad Asssss Song,1971-01-01,1971,1,Q1,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,150000.0,15200000.0,15200000.0,101.33333333333333,1,0.0,,56.0,,1769.0,11.918390573078392,16.536805985816503,7.478169694159785
Willy Wonka & the Chocolate Factory,1971-06-30,1971,6,Q2,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3000000.0,4000000.0,4000000.0,1.3333333333333333,1,0.0,90.0,78.0,12.0,46824.0,14.914122846632385,15.201804919084164,10.754151170971056
The French Connection,1971-10-09,1971,10,Q4,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2200000.0,41158757.0,41158757.0,18.70852590909091,1,0.0,98.0,79.0,19.0,33674.0,14.603967918328545,17.532947269251572,10.424481305217745
Diamonds Are Forever,1971-12-17,1971,12,Q4,pre-1990,Action,Unknown,Unknown,Based on Book/Short Story,MGM,MGM,7200000.0,43800000.0,116000000.0,16.11111111111111,1,0.6224137931034482,67.0,67.0,0.0,25354.0,15.789591583986283,18.56910074907064,10.140691787498673
Conquest of the Planet of the Apes,1971-12-31,1971,12,Q4,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1700000.0,9700000.0,9700000.0,5.705882352941177,1,0.0,44.0,58.0,-14.0,6188.0,14.346138809026444,16.08763644347361,8.730367211692958
High Plains Drifter,1972-01-01,1972,1,Q1,pre-1990,Western,Historical Fiction,Unknown,Original Screenplay,Universal,Universal,15700000.0,15700000.0,15700000.0,1.0,1,0.0,,76.0,,15718.0,16.569171270318538,16.569171270318538,9.662561831426121
The Godfather,1972-03-15,1972,3,Q1,pre-1990,Unknown,Historical Fiction,Unknown,Unknown,Paramount Pictures,Paramount Pictures,7000000.0,134966411.0,268500000.0,38.357142857142854,1,0.4973318026070763,100.0,92.0,8.0,411088.0,15.761420707019587,19.408361471913192,12.926562582481827
Frenzy,1972-06-21,1972,6,Q2,pre-1990,Unknown,Unknown,Unknown,Unknown,Universal,Universal,3500000.0,12600000.0,12600000.0,3.6,1,0.0,87.0,75.0,12.0,13093.0,15.068273526459642,16.349207371921707,9.479833015227753
Deep Throat,1972-06-30,1972,6,Q2,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,25000.0,45000000.0,45000000.0,1800.0,1,0.0,,52.0,,3075.0,10.126631103850338,17.622173047734595,8.031060180240619
Everything You Always Wanted to Know,1972-08-11,1972,8,Q3,pre-1990,Comedy,Unknown,Unknown,Based on Book/Short Story,MGM,MGM,2000000.0,18016290.0,18016290.0,9.008145,1,0.0,,,,,14.508657738524219,16.706786906594843,
The Last House on the Left,1972-08-30,1972,8,Q3,pre-1990,Unknown,Unknown,R,Unknown,Unknown,Unknown,87000.0,3100000.0,3100000.0,35.632183908045974,1,0.0,63.0,67.0,-4.0,22141.0,11.37366339763672,14.946912669455374,10.005186372360962
1776,1972-11-09,1972,11,Q4,pre-1990,Drama,Historical Fiction,PG,Based on Play,Sony/Columbia,Other,4000000.0,0.0,0.0,0.0,0,,57.0,70.0,-13.0,4099.0,15.201804919084164,,8.318498320504338
Battle for the Planet of the Apes,1972-12-31,1972,12,Q4,pre-1990,Unknown,Science Fiction,Unknown,Unknown,20th Century Fox,20th Century Fox,1800000.0,8800000.0,8800000.0,4.888888888888889,1,0.0,38.0,50.0,-12.0,6094.0,14.403297222866392,15.990262279448435,8.715059959545654
Pat Garrett and Billy the Kid,1973-05-23,1973,5,Q2,pre-1990,Unknown,Unknown,R,Unknown,Unknown,Unknown,4638783.0,8000000.0,11000000.0,2.3713116134123973,1,0.2727272727272727,,73.0,,6374.0,15.349962605317089,16.213405830762646,8.759982494977281
Live and Let Die,1973-06-27,1973,6,Q2,pre-1990,Action,Unknown,Unknown,Based on Book/Short Story,MGM,MGM,7000000.0,35400000.0,161800000.0,23.114285714285714,1,0.7812113720642769,64.0,68.0,-4.0,24044.0,15.761420707019587,18.901871562588667,10.087640764159053
American Graffiti,1973-08-11,1973,8,Q3,pre-1990,Comedy,Unknown,Unknown,Original Screenplay,Universal,Universal,777000.0,115000000.0,140000000.0,180.18018018018017,1,0.17857142857142858,97.0,76.0,21.0,30952.0,13.563195629349785,18.75715298057358,10.34019289638035
Sleeper,1973-12-17,1973,12,Q4,pre-1990,Comedy,Unknown,Unknown,Original Screenplay,MGM,MGM,2000000.0,18344729.0,18344729.0,9.1723645,1,0.0,100.0,73.0,27.0,15466.0,14.508657738524219,16.724852843244854,9.64639934516898
The Sting,1973-12-25,1973,12,Q4,pre-1990,Unknown,Historical Fiction,Unknown,Original Screenplay,Universal,Universal,5500000.0,159616327.0,159616327.0,29.021150363636362,1,0.0,91.0,84.0,7.0,65866.0,15.520258650202699,18.888283537246494,11.095377654119083
The Exorcist,1973-12-26,1973,12,Q4,pre-1990,Horror,Contemporary Fiction,R,Based on Book/Short Story,Warner Bros.,Warner Bros.,12000000.0,204632868.0,402500000.0,33.541666666666664,1,0.4915953590062112,84.0,81.0,3.0,103131.0,16.300417207752275,19.81320565482289,11.543755303762667
Blazing Saddles,1974-01-01,1974,1,Q1,pre-1990,Comedy,Unknown,Unknown,Original Screenplay,Warner Bros.,Warner Bros.,2600000.0,119500000.0,119500000.0,45.96153846153846,1,0.0,89.0,78.0,11.0,45771.0,14.77102200299171,18.59882692933584,10.731405981781311
The Conversation,1974-04-07,1974,4,Q2,pre-1990,Thriller/Suspense,Contemporary Fiction,Unknown,Original Screenplay,Paramount Pictures,Paramount Pictures,1600000.0,4420000.0,4420000.0,2.7625,1,0.0,98.0,81.0,17.0,33005.0,14.28551418721001,15.30165025405388,10.404414344122872
The Texas Chainsaw Massacre,1974-10-18,1974,10,Q4,pre-1990,Horror,Unknown,R,Unknown,New Line,New Line,140000.0,26572439.0,26572439.0,189.8031357142857,1,0.0,90.0,61.0,29.0,39172.0,11.84939770159144,17.095385108780878,10.575717484840686
Benji,1974-11-15,1974,11,Q4,pre-1990,Adventure,Unknown,Unknown,Original Screenplay,Unknown,Unknown,500000.0,31559560.0,31559560.0,63.11912,1,0.0,83.0,58.0,25.0,1801.0,13.122363377404328,17.26738711214641,7.496097345175956
The Godfather: Part II,1974-12-11,1974,12,Q4,pre-1990,Unknown,Historical Fiction,Unknown,Unknown,Paramount Pictures,Paramount Pictures,13000000.0,57300000.0,57300000.0,4.407692307692308,1,0.0,,90.0,,245271.0,16.38045991542581,17.86381118168497,12.41011900067315
Young Frankenstein,1974-12-15,1974,12,Q4,pre-1990,Unknown,Unknown,Unknown,Unknown,20th Century Fox,20th Century Fox,2800000.0,86300000.0,86300000.0,30.821428571428573,1,0.0,93.0,80.0,13.0,57106.0,14.845129975145433,18.273340156053656,10.952664468932817
Towering Inferno,1974-12-17,1974,12,Q4,pre-1990,Unknown,Unknown,Unknown,Unknown,20th Century Fox,20th Century Fox,14000000.0,116000000.0,139700000.0,9.978571428571428,1,0.16964924838940587,,,,,16.454567887579532,18.75500782422719,
The Front Page,1974-12-17,1974,12,Q4,pre-1990,Comedy,Contemporary Fiction,Unknown,Based on Play,Universal,Universal,4000000.0,15000000.0,15000000.0,3.75,1,0.0,67.0,72.0,-5.0,3875.0,15.201804919084164,16.523560759066484,8.262300941787448
The Man with the Golden Gun,1974-12-20,1974,12,Q4,pre-1990,Action,Unknown,Unknown,Based on Book/Short Story,MGM,MGM,7000000.0,21000000.0,97600000.0,13.942857142857143,1,0.7848360655737705,52.0,67.0,-15.0,22431.0,15.761420707019587,18.396388051383322,10.018199209668024
Barry Lyndon,1974-12-31,1974,12,Q4,pre-1990,Drama,Unknown,Unknown,Based on Book/Short Story,Warner Bros.,Warner Bros.,11000000.0,20000000.0,20000000.0,1.8181818181818181,1,0.0,94.0,81.0,13.0,39909.0,16.213405830762646,16.811242831518264,10.594357141352015
Monty Python and the Holy Grail,1975-05-10,1975,5,Q2,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,400000.0,3427696.0,5028948.0,12.57237,1,0.31840695111581985,,84.0,,155049.0,12.89921982609012,15.430721375072805,11.951496474975388
Love and Death,1975-06-10,1975,6,Q2,pre-1990,Comedy,Unknown,Unknown,Original Screenplay,MGM,MGM,3000000.0,20123742.0,20123742.0,6.707914,1,0.0,100.0,76.0,24.0,12111.0,14.914122846632385,16.81741086999834,9.401869409521051
Jaws,1975-06-20,1975,6,Q2,pre-1990,Horror,Contemporary Fiction,PG,Based on Book/Short Story,Universal,Universal,12000000.0,260000000.0,470700000.0,39.225,1,0.4476311875929467,100.0,83.0,17.0,138017.0,16.300417207752275,19.96973150637137,11.83513214495807
The Rocky Horror Picture Show,1975-09-26,1975,9,Q3,pre-1990,Musical,Unknown,Unknown,Unknown,20th Century Fox,20th Century Fox,1200000.0,139876417.0,139876417.0,116.56368083333334,1,0.0,77.0,71.0,6.0,41265.0,13.997832114758229,18.756269855018687,10.627769962026784
One Flew Over the Cuckoo's Nest,1975-11-19,1975,11,Q4,pre-1990,Unknown,Unknown,Unknown,Based on Book/Short Story,MGM,MGM,4400000.0,108981275.0,108981275.0,24.76847159090909,1,0.0,96.0,89.0,7.0,214457.0,15.29711509888849,18.506686636445174,12.275864531053708
The Blue Bird,1975-12-31,1975,12,Q4,pre-1990,Unknown,Fantasy,Unknown,Based on Play,20th Century Fox,20th Century Fox,1200000.0,887000.0,887000.0,0.7391666666666666,0,0.0,,49.0,,359.0,13.997832114758229,13.695600261291716,5.883322388488279
Logan's Run,1975-12-31,1975,12,Q4,pre-1990,Unknown,Science Fiction,Unknown,Unknown,Unknown,Unknown,7000000.0,25000000.0,25000000.0,3.5714285714285716,1,0.0,70.0,67.0,3.0,14947.0,15.761420707019587,17.034386382832476,9.612265889785814
Taxi Driver,1976-02-08,1976,2,Q1,pre-1990,Drama,Contemporary Fiction,Unknown,Original Screenplay,Sony Pictures,Sony Pictures,1000000.0,21100000.0,21100000.0,21.1,1,0.0,98.0,86.0,12.0,155774.0,13.815510557964274,16.864783598446294,11.956161517876492
Robin and Marian,1976-03-11,1976,3,Q1,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5000000.0,8000000.0,8000000.0,1.6,1,0.0,68.0,65.0,3.0,4800.0,15.424948470398375,15.89495209964411,8.476371196895983
Family Plot,1976-04-09,1976,4,Q2,pre-1990,Unknown,Unknown,Unknown,Unknown,Universal,Universal,3000000.0,13200000.0,13200000.0,4.4,1,0.0,95.0,68.0,27.0,7290.0,14.914122846632385,16.3957273875566,8.894258825002703
The Omen,1976-06-25,1976,6,Q2,pre-1990,Horror,Unknown,Unknown,Original Screenplay,20th Century Fox,20th Century Fox,2800000.0,48570885.0,48570885.0,17.346744642857143,1,0.0,84.0,54.0,30.0,24523.0,14.845129975145433,17.698534835280075,10.107366731668879
Silent Movie,1976-06-25,1976,6,Q2,pre-1990,Comedy,Unknown,Unknown,Original Screenplay,20th Century Fox,20th Century Fox,4400000.0,36145695.0,36145695.0,8.214930681818181,1,0.0,89.0,64.0,25.0,6248.0,15.29711509888849,17.403068412340684,8.740016691519521
Carrie,1976-11-16,1976,11,Q4,pre-1990,Horror,Contemporary Fiction,Unknown,Based on Book/Short Story,MGM,MGM,1800000.0,25878153.0,25878153.0,14.376751666666667,1,0.0,90.0,74.0,16.0,38767.0,14.403297222866392,17.068909657198546,10.565324648253958
Rocky,1976-11-21,1976,11,Q4,pre-1990,Unknown,Unknown,Unknown,Unknown,MGM,MGM,1000000.0,117235147.0,225000000.0,225.0,1,0.4789549022222222,,40.0,,84.0,13.815510557964274,19.231610960168695,4.430816798843313
King Kong,1976-12-17,1976,12,Q4,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,23000000.0,52614445.0,90614445.0,3.9397584782608694,1,0.4193591871582947,46.0,76.0,-30.0,132720.0,16.951004773893423,18.322124195390558,11.795996924864326
Eraserhead,1976-12-31,1976,12,Q4,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,100000.0,7000000.0,7000000.0,70.0,1,0.0,90.0,74.0,16.0,26595.0,11.512925464970229,15.761420707019587,10.188478507176418
Kingdom of the Spiders,1976-12-31,1976,12,Q4,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,500000.0,17000000.0,17000000.0,34.0,1,0.0,44.0,57.0,-13.0,1463.0,13.122363377404328,16.64872390202049,7.288244401020124
Annie Hall,1977-04-20,1977,4,Q2,pre-1990,Comedy,Unknown,Unknown,Original Screenplay,MGM,MGM,4000000.0,38251425.0,38251425.0,9.56285625,1,0.0,98.0,82.0,16.0,65406.0,15.201804919084164,17.459691372444833,11.088369276356413
Star Wars Ep. IV: A New Hope,1977-05-25,1977,5,Q2,pre-1990,Adventure,Science Fiction,PG,Original Screenplay,20th Century Fox,20th Century Fox,11000000.0,460998007.0,797900000.0,72.53636363636363,1,0.4222358603835067,,,,,16.213405830762646,20.497493834278508,
A Bridge Too Far,1977-06-15,1977,6,Q2,pre-1990,Action,Unknown,Unknown,Based on Book/Short Story,MGM,MGM,26000000.0,50800000.0,50800000.0,1.9538461538461538,1,0.0,67.0,73.0,-6.0,16882.0,17.073607095985757,17.74340691254871,9.734003244543665
Exorcist II: The Heretic,1977-06-17,1977,6,Q2,pre-1990,Horror,Unknown,Unknown,Unknown,Unknown,Unknown,14000000.0,25011000.0,25011000.0,1.7865,1,0.0,,35.0,,7849.0,16.454567887579532,17.03482628606086,8.968141414126814
"New York, New York",1977-06-22,1977,6,Q2,pre-1990,Musical,Unknown,Unknown,Original Screenplay,MGM,MGM,14000000.0,13800000.0,13800000.0,0.9857142857142858,0,0.0,63.0,67.0,-4.0,1692.0,16.454567887579532,16.440179150127435,7.433666540166168
The Sorcerer,1977-06-24,1977,6,Q2,pre-1990,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,21600000.0,12000000.0,12000000.0,0.5555555555555556,0,0.0,,68.0,,563.0,16.888203872654394,16.300417207752275,6.333279628139691
The Spy Who Loved Me,1977-07-13,1977,7,Q3,pre-1990,Action,Contemporary Fiction,Unknown,Based on Book/Short Story,MGM,MGM,14000000.0,46800000.0,185400000.0,13.242857142857142,1,0.7475728155339806,78.0,71.0,7.0,24938.0,16.454567887579532,19.038026211096028,10.12414802355653
March or Die,1977-08-05,1977,8,Q3,pre-1990,Unknown,Unknown,Unknown,Unknown,Sony Pictures,Sony Pictures,7000000.0,1000000.0,1000000.0,0.14285714285714285,0,0.0,,61.0,,1233.0,15.761420707019587,13.815510557964274,7.117205503164344
The Kentucky Fried Movie,1977-08-10,1977,8,Q3,pre-1990,Comedy,Unknown,Unknown,Original Screenplay,United Film Distribution Co.,Other,600000.0,15000000.0,20000000.0,33.333333333333336,1,0.25,77.0,64.0,13.0,8342.0,13.304684934198283,16.811242831518264,9.02905827475689
